name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations,Hourly Demand Met (in MW),Day,Public Holiday
delhi,2023-01-01T00:00:00,11,11,10,93.55,0,0,,0,0,10.8,5.4,250,1020,0,2,0,0,0,10,Clear,clear-night,"VIDP,42181099999",138212.8,Sunday,No
delhi,2023-01-01T01:00:00,10,9.6,9,93.5,0,0,,0,0,11.2,5.4,250,1020,0,2,0,0,0,10,Clear,clear-night,"VIDP,42181099999",134620.74,Sunday,No
delhi,2023-01-01T02:00:00,8.6,8.6,7.7,93.81,0,0,,0,0,11.2,0,307.7,1019.5,5,1.2,0,0,0,10,Clear,clear-night,"42182099999,VIDP,42181099999",131384.79,Sunday,No
delhi,2023-01-01T03:00:00,10,10,9,93.5,0,0,,0,0,12.2,0,0,1019,0,2,0,0,0,10,Clear,clear-night,"VIDP,42181099999",130602.47,Sunday,No
delhi,2023-01-01T04:00:00,9,8.5,9,100,0,0,,0,0,9.7,5.4,270,1019,0,1,0,0,0,10,Clear,clear-night,"VIDP,42181099999",133288.97,Sunday,No
delhi,2023-01-01T05:00:00,7.9,7.9,7.6,98.05,0,0,,0,0,7.2,0.8,270,1019.9,40,1,0,0,0,10,Partially cloudy,partly-cloudy-night,"42182099999,VIDP,42181099999",143888.71,Sunday,No
delhi,2023-01-01T06:00:00,9,8.5,9,100,0,0,,0,0,5,5.4,300,1020,0,1,0,0,0,10,Clear,clear-night,"VIDP,42181099999",155446.31,Sunday,No
delhi,2023-01-01T07:00:00,9,9,9,100,0,0,,0,0,5,3.6,250,1020,27.2,1,0,0,0,10,Partially cloudy,partly-cloudy-night,"VIDP,42181099999",167779.45,Sunday,No
delhi,2023-01-01T08:00:00,9.9,9.9,9.3,96.18,0,0,,0,0,4.7,3.8,269,1021.8,37.5,1,1,0,0,10,Partially cloudy,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999",178771.14,Sunday,No
delhi,2023-01-01T09:00:00,13,13,10,82.01,0,0,,0,0,4.3,5.4,250,1022,0,1,73,0.3,1,10,Clear,clear-day,"VIDP,42181099999",188824.25,Sunday,No
delhi,2023-01-01T10:00:00,14,14,10,76.84,0,0,,0,0,1.8,9.4,250,1023,0,2,209,0.8,2,10,Clear,clear-day,"VIDP,42181099999",193145.72,Sunday,No
delhi,2023-01-01T11:00:00,17.2,17.2,10.7,65.4,0,0,,0,0,2.2,8,250,1022.5,0,1.9,409,1.5,4,10,Clear,clear-day,"42182099999,VIDP,42139099999,42181099999",191646.95,Sunday,No
delhi,2023-01-01T12:00:00,17,17,11,67.77,0,0,,0,0,3.2,7.6,270,1022,0,2,529,1.9,5,10,Clear,clear-day,"VIDP,42181099999",188169.65,Sunday,No
delhi,2023-01-01T13:00:00,19,19,12,63.85,0,0,,0,0,2.9,5.4,270,1021,0,2,589,2.1,6,10,Clear,clear-day,"VIDP,42181099999",182866.46,Sunday,No
delhi,2023-01-01T14:00:00,20.1,20.1,10.2,52.83,0,0,,0,0,5,4.1,271,1019.3,41.7,2.2,583,2.1,6,10,Partially cloudy,partly-cloudy-day,"42182099999,VIDP,42139099999,42181099999",176995.99,Sunday,No
delhi,2023-01-01T15:00:00,19,19,9,52.28,0,0,,0,0,5.4,7.6,300,1020,50,2,506,1.8,5,10,Partially cloudy,partly-cloudy-day,"VIDP,42181099999",172995.73,Sunday,No
delhi,2023-01-01T16:00:00,17,17,9,59.28,0,0,,0,0,4,5.4,270,1020,50,2,315,1.1,3,10,Partially cloudy,partly-cloudy-day,"VIDP,42181099999",168340.79,Sunday,No
delhi,2023-01-01T17:00:00,17.8,17.8,10.4,62.06,0,0,,0,0,5.8,2.6,271,1019.2,57.2,2,183,0.7,2,10,Partially cloudy,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999",165445.84,Sunday,No
delhi,2023-01-01T18:00:00,16,16,9,63.17,0,0,,0,0,6.1,0,0,1020,88.9,3,47,0.2,0,10,Partially cloudy,partly-cloudy-night,"VIDP,42181099999",167030.44,Sunday,No
delhi,2023-01-01T19:00:00,15,15,10,72.03,0,0,,0,0,5.4,0,0,1021,50,3,0,0,0,10,Partially cloudy,partly-cloudy-night,"VIDP,42181099999",163000.28,Sunday,No
delhi,2023-01-01T20:00:00,13.9,13.9,11.1,83.14,0,0,,0,0,6.1,0,0,1021.1,42.9,1.4,0,0,0,10,Partially cloudy,partly-cloudy-night,"42182099999,VIDP,42181099999",153913.45,Sunday,No
delhi,2023-01-01T21:00:00,13,13,9,76.68,0,0,,0,0,7.2,0,0,1021,27.2,2,0,0,0,10,Partially cloudy,partly-cloudy-night,"VIDP,42181099999",146452.21,Sunday,No
delhi,2023-01-01T22:00:00,12,12,9,81.88,0,0,,0,0,4.7,0,0,1021,27.2,2,0,0,0,10,Partially cloudy,partly-cloudy-night,"VIDP,42181099999",139950.39,Sunday,No
delhi,2023-01-01T23:00:00,12.2,12.2,10.4,88.5,0,0,,0,0,5.4,0,0,1021.6,30,1,0,0,0,10,Partially cloudy,partly-cloudy-night,"42182099999,VIDP,42181099999",133975.64,Sunday,No
delhi,2023-01-02T00:00:00,11,11,10,93.55,0,0,,0,0,6.1,0,0,1021,0,1,0,0,0,10,Clear,clear-night,"VIDP,42181099999",129785.49,Monday,No
delhi,2023-01-02T01:00:00,11,11,10,93.55,0,0,,0,0,5.4,0,0,1020,0,1,0,0,0,10,Clear,clear-night,"VIDP,42181099999",126618.63,Monday,No
delhi,2023-01-02T02:00:00,11.1,11.1,9.9,92.57,0,0,,0,0,7.2,1.5,70,1020.9,30,0.7,0,0,0,10,Partially cloudy,fog,"42182099999,VIDP,42181099999",124532.72,Monday,No
delhi,2023-01-02T03:00:00,10,10,9,93.5,0,0,,0,0,6.1,0,0,1020,100,0,0,0,0,10,Overcast,cloudy,"VIDP,42181099999",123955.58,Monday,No
delhi,2023-01-02T04:00:00,10,10,10,100,0,0,,0,0,7.6,0,0,1020,100,0,0,0,0,10,Overcast,cloudy,"VIDP,42181099999",127259.84,Monday,No
delhi,2023-01-02T05:00:00,9.6,9.6,8.9,95.72,0,0,,0,0,5,0.8,70,1020.7,0,1,0,0,0,10,Clear,clear-night,"42182099999,VIDP,42181099999",139013.99,Monday,No
delhi,2023-01-02T06:00:00,10,10,10,100,0,0,,0,0,2.9,0,0,1021,0,1,0,0,0,10,Clear,clear-night,"VIDP,42181099999",154320.31,Monday,No
delhi,2023-01-02T07:00:00,10,10,10,100,0,0,,0,0,1.8,0,0,1022,0,1,0,0,0,10,Clear,clear-night,"VIDP,42181099999",171773.29,Monday,No
delhi,2023-01-02T08:00:00,11.5,11.5,10,90.58,0,0,,0,0,3.2,0,50,1022.7,0,1,1,0,0,10,Clear,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999",182768.16,Monday,No
delhi,2023-01-02T09:00:00,12,12,10,87.57,0,0,,0,0,1.1,0,0,1023,0,1,74,0.3,1,10,Clear,clear-day,"VIDP,42181099999",193590.2,Monday,No
delhi,2023-01-02T10:00:00,13,13,10,82.01,0,0,,0,0,2.5,0,0,1023,0,1,244,0.9,2,10,Clear,clear-day,"VIDP,42181099999",199242.05,Monday,No
delhi,2023-01-02T11:00:00,15.7,15.7,10.5,71.22,0,0,,0,0,1.1,0,353.9,1023.3,3.3,1,407,1.5,4,10,Clear,clear-day,"42182099999,VIDP,42139099999,42181099999",197852.3,Monday,No
delhi,2023-01-02T12:00:00,17,17,11,67.77,0,0,,0,0,2.2,5.4,210,1022,0,1,527,1.9,5,10,Clear,clear-day,"VIDP,42181099999",196467.92,Monday,No
delhi,2023-01-02T13:00:00,17,17,11,67.77,0,0,,0,0,3.6,9.4,240,1022,0,1,588,2.1,6,10,Clear,clear-day,"VIDP,42181099999",191930.21,Monday,No
delhi,2023-01-02T14:00:00,16.3,16.3,10.9,70.35,0,0,,0,0,3.2,2.2,232,1020.8,0,1,583,2.1,6,10,Clear,clear-day,"42182099999,VIDP,42139099999,42181099999",188879.75,Monday,No
delhi,2023-01-02T15:00:00,16,16,12,77.15,0,0,,0,0,6.1,5.4,350,1020,0,1,512,1.8,5,10,Clear,clear-day,"VIDP,42181099999",187304.67,Monday,No
delhi,2023-01-02T16:00:00,16,16,11,72.22,0,0,,0,0,5.4,5.4,350,1020,0,1,383,1.4,4,10,Clear,clear-day,"VIDP,42181099999",183878.56,Monday,No
delhi,2023-01-02T17:00:00,14.9,14.9,11.4,79.86,0,0,,0,0,5.8,0.8,46,1020.5,0,1,214,0.8,2,10,Clear,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999",181132.08,Monday,No
delhi,2023-01-02T18:00:00,12,12,11,93.6,0,0,,0,0,3.2,9.4,160,1021,0,1,50,0.2,0,10,Clear,clear-night,"VIDP,42181099999",181225.11,Monday,No
delhi,2023-01-02T19:00:00,11,11,11,100,0,0,,0,0,5.8,5.4,140,1021,0,1,0,0,0,10,Clear,clear-night,"VIDP,42181099999",176986.22,Monday,No
delhi,2023-01-02T20:00:00,11.9,11.9,10.6,92,0,0,,0,0,5.8,1.5,110,1022.2,0,1,0,0,0,10,Clear,clear-night,"42182099999,VIDP,42181099999",168859,Monday,No
delhi,2023-01-02T21:00:00,11,11,10,93.55,0,0,,0,0,5,5.4,160,1022,0,1,0,0,0,10,Clear,clear-night,"VIDP,42181099999",160707.41,Monday,No
delhi,2023-01-02T22:00:00,9,8.5,9,100,0,0,,0,0,5.8,5.4,110,1022,100,0,0,0,0,10,Overcast,cloudy,"VIDP,42181099999",152076.53,Monday,No
delhi,2023-01-02T23:00:00,9.9,9.9,9.3,95.84,0,0,,0,0,4.7,0,25.5,1022.8,100,0,0,0,0,10,Overcast,cloudy,"42182099999,VIDP,42181099999",145023.83,Monday,No
delhi,2023-01-03T00:00:00,9,8.5,9,100,0,0,,0,0,5.4,5.4,240,1022,100,0,0,0,0,10,Overcast,cloudy,"VIDP,42181099999",139751.08,Tuesday,No
delhi,2023-01-03T01:00:00,9,8.5,9,100,0,0,,0,0,5.4,5.4,240,1022,100,0,0,0,0,10,Overcast,cloudy,"VIDP,42181099999",135635.6,Tuesday,No
delhi,2023-01-03T02:00:00,9.3,9.3,9,97.9,0,0,,0,0,6.5,0.8,270,1022.2,100,0,0,0,0,10,Overcast,cloudy,"42182099999,VIDP,42181099999",132431.65,Tuesday,No
delhi,2023-01-03T03:00:00,9,8.5,9,100,0,0,,0,0,7.6,5.4,260,1021,100,0,0,0,0,10,Overcast,cloudy,"VIDP,42181099999",132340.63,Tuesday,No
delhi,2023-01-03T04:00:00,10,9.6,10,100,0,0,,0,0,8.3,5.4,260,1021,0,1,0,0,0,10,Clear,clear-night,"VIDP,42181099999",136070.2,Tuesday,No
delhi,2023-01-03T05:00:00,10.9,10.9,9.3,89.39,0,0,,0,0,6.5,5.4,277,1021.5,40,1,0,0,0,10,Partially cloudy,partly-cloudy-night,"42182099999,VIDP,42181099999",146923.24,Tuesday,No
delhi,2023-01-03T06:00:00,11,11,10,93.55,0,0,,0,0,6.5,5.4,300,1022,0,1,0,0,0,10,Clear,clear-night,"VIDP,42181099999",161842.85,Tuesday,No
delhi,2023-01-03T07:00:00,11,11,10,93.55,0,0,,0,0,4.7,3.6,340,1022,0,1,0,0,0,10,Clear,clear-night,"VIDP,42181099999",178811.49,Tuesday,No
delhi,2023-01-03T08:00:00,11.1,11.1,8.8,86,0,0,,0,0,2.9,6.9,261,1023.6,80,1,1,0,0,10,Partially cloudy,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999",188644.7,Tuesday,No
delhi,2023-01-03T09:00:00,11,11,9,87.48,0,0,,0,0,2.2,5.4,280,1024,0,1,73,0.3,1,10,Clear,clear-day,"VIDP,42181099999",197321.01,Tuesday,No
delhi,2023-01-03T10:00:00,11,11,8,81.75,0,0,,0,0,1.8,5.4,270,1024,0,1,243,0.9,2,10,Clear,clear-day,"VIDP,42181099999",202843.92,Tuesday,No
delhi,2023-01-03T11:00:00,13.1,13.1,9.2,77.37,0,0,,0,0,3.2,7.5,256,1024.2,0,1,407,1.5,4,10,Clear,clear-day,"42182099999,VIDP,42139099999,42181099999",201665.52,Tuesday,No
delhi,2023-01-03T12:00:00,13,13,8,71.66,0,0,,0,0,5.4,5.4,270,1023,0,1,528,1.9,5,10,Clear,clear-day,"VIDP,42181099999",199411.18,Tuesday,No
delhi,2023-01-03T13:00:00,14,14,8,67.14,0,0,,0,0,6.5,7.6,290,1022,0,1,591,2.1,6,10,Clear,clear-day,"VIDP,42181099999",194008.39,Tuesday,No
delhi,2023-01-03T14:00:00,15.3,15.3,8.9,65.65,0,0,,0,0,7.9,5.4,30,1021.4,0,1,586,2.1,6,10,Clear,clear-day,"42182099999,VIDP,42139099999,42181099999",191796.45,Tuesday,No
delhi,2023-01-03T15:00:00,14,14,8,67.14,0,0,,0,0,8.6,9.4,290,1021,0,1,515,1.9,5,10,Clear,clear-day,"VIDP,42181099999",189127.21,Tuesday,No
delhi,2023-01-03T16:00:00,13,13,8,71.66,0,0,,0,0,9.7,9.4,310,1021,0,1,386,1.4,4,10,Clear,clear-day,"VIDP,42181099999",185215.52,Tuesday,No
delhi,2023-01-03T17:00:00,14.2,14.2,8.9,70.68,0,0,,0,0,11.9,2.2,296,1021.2,30,1,216,0.8,2,10,Partially cloudy,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999",183021.09,Tuesday,No
delhi,2023-01-03T18:00:00,11,11,8,81.75,0,0,,0,0,14,7.6,310,1021,0,1,52,0.2,0,10,Clear,clear-night,"VIDP,42181099999",184391.84,Tuesday,No
delhi,2023-01-03T19:00:00,11,11,8,81.75,0,0,,0,0,15.5,7.6,310,1022,0,1,0,0,0,10,Clear,clear-night,"VIDP,42181099999",182105.17,Tuesday,No
delhi,2023-01-03T20:00:00,10.3,10.3,8.2,86.69,0,0,,0,0,15.8,1.1,320,1022.7,0,1,0,0,0,10,Clear,clear-night,"42182099999,VIDP,42181099999",173062.81,Tuesday,No
delhi,2023-01-03T21:00:00,10,9.1,8,87.38,0,0,,0,0,15.8,7.6,310,1022,0,1,0,0,0,10,Clear,clear-night,"VIDP,42181099999",164430.7,Tuesday,No
delhi,2023-01-03T22:00:00,9,8.5,9,100,0,0,,0,0,16.2,5.4,300,1023,0,1,0,0,0,10,Clear,clear-night,"VIDP,42181099999",155840.52,Tuesday,No
delhi,2023-01-03T23:00:00,7.9,7.9,7.1,94.79,0,0,,0,0,15.5,0.8,290,1022.2,0,1,0,0,0,10,Clear,clear-night,"42182099999,VIDP,42181099999",148168.76,Tuesday,No
delhi,2023-01-04T00:00:00,9,7.6,9,100,0,0,,0,0,14,9.4,300,1022,0,1,0,0,0,10,Clear,clear-night,"VIDP,42181099999",142051.43,Wednesday,No
delhi,2023-01-04T01:00:00,8,6.8,8,100,0,0,,0,0,14,7.6,280,1022,0,0,0,0,0,10,Clear,clear-night,"VIDP,42181099999",138024.68,Wednesday,No
delhi,2023-01-04T02:00:00,7.1,7.1,6.7,97.16,0,0,,0,0,15.8,1.4,270,1022.6,0,0.7,0,0,0,10,Clear,fog,"42182099999,VIDP,42181099999",134771.5,Wednesday,No
delhi,2023-01-04T03:00:00,8,6.4,8,100,0,0,,0,0,16.2,9.4,290,1022,100,0,0,0,0,10,Overcast,cloudy,"VIDP,42181099999",133675.31,Wednesday,No
delhi,2023-01-04T04:00:00,8,6,8,100,0,0,,0,0,16.2,11.2,280,1021,100,0,0,0,0,10,Overcast,cloudy,"VIDP,42181099999",137330.48,Wednesday,No
delhi,2023-01-04T05:00:00,7.7,6.1,7.1,95.79,0,0,,0,0,13.3,9.4,313,1022.5,0,0.7,0,0,0,10,Clear,fog,"42182099999,VIDP,42181099999",148225.78,Wednesday,No
delhi,2023-01-04T06:00:00,7,5.2,7,100,0,0,,0,0,14.4,9.4,290,1022,0,1,0,0,0,10,Clear,clear-night,"VIDP,42181099999",163549.62,Wednesday,No
delhi,2023-01-04T07:00:00,7,4.8,7,100,0,0,,0,0,14.4,11.2,310,1023,0,1,0,0,0,10,Clear,clear-night,"VIDP,42181099999",179775.02,Wednesday,No
delhi,2023-01-04T08:00:00,6.9,6.9,6.6,98.37,0,0,,0,0,17.3,0.8,291,1025,80,1,1,0,0,10,Partially cloudy,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999",189392.98,Wednesday,No
delhi,2023-01-04T09:00:00,8,6.8,7,93.4,0,0,,0,0,14.4,7.6,300,1025,0,1,75,0.3,1,10,Clear,clear-day,"VIDP,42181099999",198578.12,Wednesday,No
delhi,2023-01-04T10:00:00,9,7.9,8,93.45,0,0,,0,0,11.5,7.6,290,1025,0,1,249,0.9,2,10,Clear,clear-day,"VIDP,42181099999",201595.81,Wednesday,No
delhi,2023-01-04T11:00:00,10.2,10.2,6.9,79.83,0,0,,0,0,9.7,6.9,292,1024.4,30,1,416,1.5,4,10,Partially cloudy,partly-cloudy-day,"42182099999,VIDP,42139099999,42181099999",200050.76,Wednesday,No
delhi,2023-01-04T12:00:00,11,11,9,87.48,0,0,,0,0,7.2,5.4,310,1023,0,1,539,1.9,5,10,Clear,clear-day,"VIDP,42181099999",197754.84,Wednesday,No
delhi,2023-01-04T13:00:00,12,12,10,87.57,0,0,,0,0,6.5,5.4,320,1023,0,1,602,2.2,6,10,Clear,clear-day,"VIDP,42181099999",193281.32,Wednesday,No
delhi,2023-01-04T14:00:00,15,15,7.5,60.88,0,0,,0,0,5.4,2.2,268,1015.4,0,1,597,2.1,6,10,Clear,clear-day,"42182099999,VIDP,42139099999,42181099999",189724.62,Wednesday,No
delhi,2023-01-04T15:00:00,13,13,8,71.66,0,0,,0,0,6.1,5.4,250,1021,0,1,525,1.9,5,10,Clear,clear-day,"VIDP,42181099999",187249.66,Wednesday,No
delhi,2023-01-04T16:00:00,13,13,8,71.66,0,0,,0,0,7.2,9.4,260,1021,0,2,394,1.4,4,10,Clear,clear-day,"VIDP,42181099999",184001.44,Wednesday,No
delhi,2023-01-04T17:00:00,12.9,12.9,8.6,75.27,0,0,,0,0,8.6,0.8,272,1015.3,0,1.2,222,0.8,2,10,Clear,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999",181641.83,Wednesday,No
delhi,2023-01-04T18:00:00,11,11,8,81.75,0,0,,0,0,11.9,5.4,270,1022,0,2,54,0.2,0,10,Clear,clear-night,"VIDP,42181099999",184484.54,Wednesday,No
delhi,2023-01-04T19:00:00,11,11,9,87.48,0,0,,0,0,15.1,0,0,1022,0,2,0,0,0,10,Clear,clear-night,"VIDP,42181099999",182098.66,Wednesday,No
delhi,2023-01-04T20:00:00,8.8,8.8,7.6,92.15,0,0,,0,0,16.9,0,0,1022.9,0,1.2,0,0,0,10,Clear,clear-night,"42182099999,VIDP,42181099999",173649.35,Wednesday,No
delhi,2023-01-04T21:00:00,10,10,9,93.5,0,0,,0,0,15.1,0,0,1023,0,2,0,0,0,10,Clear,clear-night,"VIDP,42181099999",164907.22,Wednesday,No
delhi,2023-01-04T22:00:00,9,9,9,100,0,0,,0,0,13,0,0,1023,0,1,0,0,0,10,Clear,clear-night,"VIDP,42181099999",156687.9,Wednesday,No
delhi,2023-01-04T23:00:00,7.2,7.2,6.3,94.48,0,0,,0,0,10.1,0,333.7,1023.8,0,1,0,0,0,10,Clear,clear-night,"42182099999,VIDP,42181099999",148439.91,Wednesday,No
delhi,2023-01-05T00:00:00,8,8,7,93.4,0,0,,0,0,7.6,0,0,1023,0,1,0,0,0,10,Clear,clear-night,"VIDP,42181099999",141508.9,Thursday,No
delhi,2023-01-05T01:00:00,8,8,8,100,0,0,,0,0,8.3,0,0,1023,0,1,0,0,0,10,Clear,clear-night,"VIDP,42181099999",137249.8,Thursday,No
delhi,2023-01-05T02:00:00,5.8,5.8,5.6,98.27,0,0,,0,0,8.6,1.2,324,1023.2,0,0.9,0,0,0,10,Clear,fog,"42182099999,VIDP,42181099999",134374.29,Thursday,No
delhi,2023-01-05T03:00:00,7,5.6,7,100,0,0,,0,0,9.4,7.6,280,1022,0,0,0,0,0,10,Clear,clear-night,"VIDP,42181099999",133855.04,Thursday,No
delhi,2023-01-05T04:00:00,7,6.2,7,100,0,0,,0,0,9.7,5.4,280,1022,100,0,0,0,0,10,Overcast,cloudy,"VIDP,42181099999",136949.4,Thursday,No
delhi,2023-01-05T05:00:00,7,6.2,7,100,0,0,,0,0,10.1,5.7,273,1023,100,0,0,0,0,10,Overcast,cloudy,"42182099999,VIDP,42181099999",147659.37,Thursday,No
delhi,2023-01-05T06:00:00,7,6.2,6,93.35,0,0,,0,0,10.4,5.4,290,1022,100,0,0,0,0,10,Overcast,cloudy,"VIDP,42181099999",162146.01,Thursday,No
delhi,2023-01-05T07:00:00,7,6.2,6,93.35,0,0,,0,0,9.7,5.4,280,1023,100,0,0,0,0,10,Overcast,cloudy,"VIDP,42181099999",180315.08,Thursday,No
delhi,2023-01-05T08:00:00,7,5.7,6.8,98.51,0,0,,0,0,8.3,7.5,267,1025.2,100,0,1,0,0,10,Overcast,cloudy,"42182099999,42176099999,VIDP,42139099999,42181099999",190548.39,Thursday,No
delhi,2023-01-05T09:00:00,7,7,6,93.35,0,0,,0,0,8.6,3.6,260,1025,100,0,74,0.3,1,10,Overcast,cloudy,"VIDP,42181099999",198968.48,Thursday,No
delhi,2023-01-05T10:00:00,11.7,11.7,-1.8,39.01,0,0,,0,0,8.3,6.5,309.5,1025,0,24.1,248,0.9,2,10,Clear,clear-day,remote,202968.67,Thursday,No
delhi,2023-01-05T11:00:00,8.1,7.4,8.1,100,0,0,,0,0,7.9,5.4,260,1025,0,1,417,1.5,4,10,Clear,clear-day,42181099999,203249.4,Thursday,No
delhi,2023-01-05T12:00:00,15.4,15.4,-3.4,27.23,0,0,,0,0,7.9,6.8,309.7,1025,0,24.1,542,2,5,10,Clear,clear-day,remote,200350.19,Thursday,No
delhi,2023-01-05T13:00:00,17,17,-4,23.51,0,0,,0,0,8.3,7.2,305.9,1024,0,24.1,606,2.2,6,10,Clear,clear-day,remote,196368.31,Thursday,No
delhi,2023-01-05T14:00:00,14.5,14.5,8.2,65.82,0,0,,0,0,8.6,8.7,270,1022.9,0,1,603,2.2,6,10,Clear,clear-day,"42,18,20,99,99,94,21,30,00,00,00,00,00,00,00,000",192991.71,Thursday,No
delhi,2023-01-05T15:00:00,13,13,8,71.66,0,0,,0,0,9.4,5.4,240,1023,0,1,531,1.9,5,10,Clear,clear-day,"VIDP,42181099999",190500.29,Thursday,No
delhi,2023-01-05T16:00:00,13,13,8,71.66,0,0,,0,0,10.1,5.4,240,1023,0,1,400,1.4,4,10,Clear,clear-day,"VIDP,42181099999",186472.28,Thursday,No
delhi,2023-01-05T17:00:00,13.3,13.3,8.8,74.26,0,0,,0,0,10.8,0.8,250,1023.1,0,1,228,0.8,2,10,Clear,clear-day,"42182099999,VIDP,42139099999,42181099999",183887.81,Thursday,No
delhi,2023-01-05T18:00:00,11,11,9,87.48,0,0,,0,0,11.9,3.6,330,1023,0,1,57,0.2,0,10,Clear,clear-night,"VIDP,42181099999",184162.7,Thursday,No
delhi,2023-01-05T19:00:00,11,11,10,93.55,0,0,,0,0,13.7,0,0,1023,0,1,0,0,0,10,Clear,clear-night,"VIDP,42181099999",180905.06,Thursday,No
delhi,2023-01-05T20:00:00,9.5,9.5,7.5,87.59,0,0,,0,0,13.7,0,0,1025.1,0,1,0,0,0,10,Clear,clear-night,"42182099999,VIDP,42181099999",173561.5,Thursday,No
delhi,2023-01-05T21:00:00,8,8,7,93.4,0,0,,0,0,14.4,0,0,1024,0,1,0,0,0,10,Clear,clear-night,"VIDP,42181099999",165583.19,Thursday,No
delhi,2023-01-05T22:00:00,8,8,7,93.4,0,0,,0,0,12.2,0,0,1025,0,1,0,0,0,10,Clear,clear-night,"VIDP,42181099999",158164.14,Thursday,No
delhi,2023-01-05T23:00:00,8,8,6.9,93.22,0,0,,0,0,14,0,0,1025.9,0,0.9,0,0,0,10,Clear,fog,"42182099999,VIDP,42181099999",150261.44,Thursday,No
delhi,2023-01-06T00:00:00,7,7,7,100,0,0,,0,0,14.8,0,0,1024,0,1,0,0,0,10,Clear,clear-night,"VIDP,42181099999",143017.37,Friday,No
delhi,2023-01-06T01:00:00,7,7,7,100,0,0,,0,0,13.3,0,0,1024,0,0,0,0,0,10,Clear,clear-night,"VIDP,42181099999",137838.98,Friday,No
delhi,2023-01-06T02:00:00,7,7,7,100,0,0,,0,0,11.9,0,327.1,1024,0,0,0,0,0,10,Clear,clear-night,"VIDP,42181099999",134686.54,Friday,No
delhi,2023-01-06T03:00:00,7,7,7,100,0,0,,0,0,11.5,0,0,1023,0,0,0,0,0,10,Clear,clear-night,"VIDP,42181099999",133746.46,Friday,No
delhi,2023-01-06T04:00:00,7,7,7,100,0,0,,0,0,11.2,0,0,1023,100,0,0,0,0,10,Overcast,cloudy,"VIDP,42181099999",137675.51,Friday,No
delhi,2023-01-06T05:00:00,6.1,6.1,6,99.14,0,0,,0,0,10.4,4.6,200,1023.8,100,0.7,0,0,0,10,Overcast,fog,"42182099999,VIDP,42181099999",148582.42,Friday,No
delhi,2023-01-06T06:00:00,7,7,7,100,0,0,,0,0,10.1,0,0,1023,100,0,0,0,0,10,Overcast,cloudy,"VIDP,42181099999",162649.87,Friday,No
delhi,2023-01-06T07:00:00,7,7,7,100,0,0,,0,0,9,0,0,1024,100,0,0,0,0,10,Overcast,cloudy,"VIDP,42181099999",179125.17,Friday,No
delhi,2023-01-06T08:00:00,7.5,7.5,7,96.5,0,0,,0,0,8.3,1.5,183,1025.7,0,0.7,1,0,0,10,Clear,fog,"42182099999,42176099999,VIDP,42139099999,42181099999",189755.49,Friday,No
delhi,2023-01-06T09:00:00,7,6.2,7,100,0,0,,0,0,7.6,5.4,240,1026,0,1,77,0.3,1,10,Clear,clear-day,"VIDP,42181099999",196248.38,Friday,No
delhi,2023-01-06T10:00:00,8,7.4,8,100,0,0,,0,0,4.7,5.4,240,1027,0,1,256,0.9,3,10,Clear,clear-day,"VIDP,42181099999",200521.65,Friday,No
delhi,2023-01-06T11:00:00,10.7,10.7,6.7,76.4,0,0,,0,0,6.1,7.6,236,1026.8,2.2,1,428,1.5,4,10,Clear,clear-day,"42182099999,VIDP,42181099999",201252.19,Friday,No
delhi,2023-01-06T12:00:00,10,9.1,6,76.19,0,0,,0,0,6.8,7.6,270,1026,0,1,554,2,6,10,Clear,clear-day,"VIDP,42181099999",200153.69,Friday,No
delhi,2023-01-06T13:00:00,12,12,7,71.47,0,0,,0,0,9.4,11.2,270,1025,0,1,620,2.2,6,10,Clear,clear-day,"VIDP,42181099999",196792.72,Friday,No
delhi,2023-01-06T14:00:00,14.7,14.7,6.9,59.37,0,0,,0,0,10.8,1.1,290,1023.3,7.8,1,614,2.2,6,10,Clear,clear-day,"42182099999,VIDP,42139099999,42181099999",193181,Friday,No
delhi,2023-01-06T15:00:00,14,14,5,54.62,0,0,,0,0,9.7,9.4,270,1023,27.2,1,539,1.9,5,10,Partially cloudy,partly-cloudy-day,"VIDP,42181099999",189265.5,Friday,No
delhi,2023-01-06T16:00:00,13,13,6,62.48,0,0,,0,0,9.7,7.6,260,1023,50,1,376,1.4,4,10,Partially cloudy,partly-cloudy-day,"VIDP,42181099999",186015.23,Friday,No
delhi,2023-01-06T17:00:00,13.2,13.2,7.1,66.69,0,0,,0,0,10.8,1,320,1022.9,27.6,1,197,0.7,2,10,Partially cloudy,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999",183352.19,Friday,No
